X;Y;OBJECTID;created_date;created_user;src_geo;clc_quartier;clc_secteur;haut_tot;haut_tronc;tronc_diam;fk_arb_etat;fk_stadedev;fk_port;fk_pied;fk_situation;fk_revetement;commentaire_environnement;dte_plantation;age_estim;fk_prec_estim;clc_nbr_diag;dte_abattage;fk_nomtech;last_edited_user;last_edited_date;villeca;nomfrancais;nomlatin;GlobalID;CreationDate;Creator;EditDate;Editor;feuillage;remarquable
1720320.1079;8294619.3561;1;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Richelieu;0;0;0;ABATTU;;;;Alignement;;RAS;;0;0;0;01/07/2015;RAS;mickael.delaere;03/01/2018;Ville;RAS;RAS;{476EB2CE-1FD4-4F89-8162-79D75651225A};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1720898.3008;8293531.1339;2;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Léon Blum;0;0;0;ABATTU;;;;Alignement;;RAS;;0;0;0;;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{B5A9F630-92C5-4B8A-A934-0CABDA46085E};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1720893.8397;8293542.4499;3;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Léon Blum;0;0;0;ABATTU;;;;Alignement;;RAS;;0;0;0;;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{F5914EAD-05CD-4ADF-A7C9-55EFF91B2ABE};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1720901.6502;8293545.4667;4;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Léon Blum;0;0;0;ABATTU;;;;Alignement;;RAS;;0;0;0;;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{41168E06-B7C0-43CD-B8FE-7495B6E93AB5};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1721089.0648;8293619.3387;5;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Léon Blum;0;0;0;ABATTU;;;;Alignement;;RAS;;0;0;0;;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{4F0E4B12-4612-4F61-9911-43684831FD7D};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1720078.1392;8294129.2045;6;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;ABATTU;;;;Alignement;;RAS;;0;0;0;;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{C3715C70-1D63-4C1E-A017-C0656033DAA5};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1720807.2252;8293508.0557;7;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Léon Blum;0;0;0;ABATTU;;;;Alignement;;RAS;;0;0;0;;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{F397ECCB-36A9-4039-A311-CE5EFC99EB1E};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1720077.2653;8294122.8616;8;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;ABATTU;;;;Alignement;;RAS;;0;0;0;01/07/2017;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{05434A16-E9E1-4BE3-AD01-0EE14405EF86};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1720076.3275;8294116.0059;9;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;ABATTU;;;;Alignement;;RAS;;0;0;0;01/07/2017;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{140E8C80-724B-488D-9324-698AE2444A4B};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1721095.6459;8293514.7374;10;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Quai Gayant;6;2;37;EN PLACE;Jeune;Semi libre;Gazon;Alignement;Non;RAS;;15;0,5;0;;QUERUB;mickael.delaere;02/02/2017;Ville;QUERUB;QUERUB;{B33346A7-0DE2-428E-A48D-4B231368284C};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1721028.5597;8294944.197;11;02/02/2017;mickael.delaere;Orthophoto;Quartier Remicourt;Boulevard Roosevelt;0;0;0;ABATTU;;;;Alignement;;Fosse supprimée;;0;0;0;;RAS;mickael.delaere;03/01/2018;Ville;RAS;RAS;{36B90059-AC9B-437C-BE3B-9E6DE49CF869};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1720198.5467;8294496.7084;12;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Richelieu;0;0;0;ABATTU;;;;Alignement;;RAS;;0;0;0;;RAS;mickael.delaere;10/05/2017;Ville;RAS;RAS;{1E55EDD9-4D3A-40C0-9788-31864D50E8C9};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1720067.8437;8294056.0235;13;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;ESSOUCHE;;;;Alignement;;RAS;;0;0;0;;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{F07B1C31-7F3C-4822-BE9F-2A6D27000AB0};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1719614.1543;8294268.6843;14;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue Alexandre Dumas;0;0;0;ABATTU;;;;Alignement;;RAS;;0;0;0;;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{C43750F6-3B77-4202-B4D3-EFD79C4026CC};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1720066.9166;8294050.0521;15;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;ESSOUCHE;;;;Alignement;;RAS;;0;0;0;;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{8860C160-147C-4DBC-8DE8-431EE7B6F230};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1720065.2968;8294038.2626;16;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;ESSOUCHE;;;;Alignement;;RAS;;0;0;0;;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{DA116259-DA09-4CF6-8344-F761FC54DD78};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1720064.343;8294032.1507;17;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;ESSOUCHE;;;;Alignement;;RAS;;0;0;0;;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{EF84C57B-03D7-4291-B456-33AC46DA5F6D};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1720093.3815;8294140.4134;18;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;ABATTU;;;;Alignement;;RAS;;0;0;0;;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{10EA40B1-BFE4-49DA-9BA6-7745F1ED4B8F};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1720094.1282;8294145.8713;19;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Henri Martin;0;0;0;ABATTU;;;;Alignement;;RAS;;0;0;0;;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{B618A46F-B40D-4673-9083-AF9AC700F0E6};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1719828.358;8294304.9586;20;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Jean;Rue Demoustier;0;0;0;ABATTU;;;Fosse arbre;Alignement;Non;RAS;;15;1;0;;RAS;mickael.delaere;02/02/2017;Ville;RAS;RAS;{ED071576-B251-4951-BC4F-AC96A3CC587E};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1719656.9537;8295835.0154;21;02/02/2017;mickael.delaere;Orthophoto;Quartier du Vermandois;Stade Cepy;13;1;160;EN PLACE;Adulte;Semi libre;Gazon;Groupe;Non;RAS;;50;1;0;;PINNIGnig;mickael.delaere;02/02/2017;Ville;PINNIGnig;PINNIGnig;{668FEFC7-0667-4FFA-AE55-C82861EDFC0B};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Conifère;Non
1720792.1279;8293959.9257;22;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Rue Villebois Mareuil;12;3;116;REMPLACÉ;Adulte;Semi libre;Gazon;Alignement;Non;RAS;;30;1;0;01/01/2017;ACEPSE;mickael.delaere;05/01/2018;Ville;ACEPSE;ACEPSE;{D0017CEC-D346-4C95-A043-AD115B267089};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1720310.5001;8294610.8543;23;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Richelieu;0;0;0;ABATTU;;;;Alignement;;RAS;;0;0;0;01/07/2015;RAS;mickael.delaere;03/01/2018;Ville;RAS;RAS;{B859EBAA-70A9-4144-AD88-B2905ED8CC3F};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1720305.9476;8294607.1317;24;02/02/2017;mickael.delaere;Orthophoto;Quartier du Centre-Ville;Boulevard Richelieu;0;0;0;ABATTU;;;;Alignement;;RAS;;0;0;0;01/07/2015;RAS;mickael.delaere;03/01/2018;Ville;RAS;RAS;{F508C80D-C478-4C71-951B-C69CDF7C9994};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;;Non
1721742.4894;8295883.9685;25;02/02/2017;mickael.delaere;Orthophoto;Quartier de l'Europe;Square des Marronniers;16;3;150;EN PLACE;Adulte;Semi libre;Gazon;Groupe;Non;RAS;;50;0,2;0;;ACEPLA;mickael.delaere;02/02/2017;Ville;ACEPLA;ACEPLA;{9B347790-954E-4E86-AD09-382FC1F32B24};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1721863.3578;8295513.886;26;02/02/2017;mickael.delaere;Orthophoto;Quartier de l'Europe;Avenue Buffon;5;2;170;ESSOUCHE;Adulte;Réduit;Gazon;Isolé;Non;RAS;;40;0,2;0;01/05/2018;SALBAB;mickael.delaere;12/05/2017;Ville;SALBAB;SALBAB;{D6AF7997-D4B3-405F-8C95-F93C4F41BE4A};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1721969.4043;8295790.3804;27;02/02/2017;mickael.delaere;Orthophoto;Quartier de l'Europe;Rue Laplace;8;3;103;EN PLACE;Adulte;Réduit relâché;Fosse arbre;Alignement;Oui;RAS;;30;1;0;;ACEPLA;mickael.delaere;02/02/2017;Ville;ACEPLA;ACEPLA;{20282309-2260-4D29-B357-093D16210454};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719514.2003;8293219.3241;28;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;6;3;100;EN PLACE;Adulte;Réduit;Gazon;Alignement;Non;RAS;;50;1;1;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{785DBBAD-00D8-4CBF-B1B5-3986FFBF8D47};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719488.0907;8293202.5464;29;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;8;2;85;EN PLACE;Adulte;Réduit relâché;Revetement non permeable;Alignement;;RAS;;50;1;1;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{64DDB4C3-26F6-401F-A28E-FC9985A449E9};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719476.0006;8293194.2108;30;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;8;4;105;EN PLACE;Adulte;Réduit relâché;Revetement non permeable;Alignement;;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{29091143-4B0E-4F81-A480-F455CBAA5F52};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719462.3504;8293184.9752;31;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;9;4;135;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{0E165A9E-11AA-4D14-94B6-A24BE3C4D0E4};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719449.573;8293176.4543;32;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;9;4;121;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{2E1FAB64-E198-4DBB-A571-818808B49F6D};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719423.3568;8293159.6235;33;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;107;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{A43939E9-4200-454E-91D9-5A7C61916936};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719408.6083;8293148.8539;34;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;9;5;125;EN PLACE;Adulte;Réduit relâché;Fosse arbre;Alignement;;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{C09B4E8B-39CC-4233-A410-F4E18906C02D};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719395.8308;8293140.5182;35;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;92;EN PLACE;Adulte;Réduit relâché;Revetement non permeable;Alignement;;RAS;;50;1;1;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{A4AB81FC-636B-48AC-B2DE-4578BA836ED3};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719369.6546;8293122.021;36;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;150;EN PLACE;Adulte;Réduit relâché;Revetement non permeable;Alignement;;RAS;;50;1;1;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{9044F3BD-7031-4894-AFF8-479616BE7838};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719356.6919;8293113.355;37;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;9;4;115;EN PLACE;Adulte;Réduit relâché;Revetement non permeable;Alignement;;RAS;;50;1;1;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{680432AB-93BA-4C5B-AEA3-2F559D5AA495};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719342.4597;8293102.1619;38;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;9;4;89;EN PLACE;Adulte;Réduit relâché;Revetement non permeable;Alignement;;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{B6B2CAF2-ADBE-46FD-ACFC-7E68E1EC6365};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719328.5711;8293093.4557;39;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;110;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{094F78F7-AB8B-4C76-A6C3-80CBAAA6DE68};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719315.0264;8293084.4184;40;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;9;5;115;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{9A4B6AFB-76DE-4262-9762-860DDAB9B3EB};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719303.36;8293076.0571;41;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;9;5;103;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{7EA1313E-53AD-4F5C-90E3-84244E33B4C5};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719289.2598;8293066.2393;42;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;145;EN PLACE;Adulte;Réduit relâché;Revetement non permeable;Alignement;;RAS;;50;1;3;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{837FE6F6-70EA-4B6D-A5A4-508398B2B52B};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719269.6837;8293051.8441;43;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;135;EN PLACE;Adulte;Réduit relâché;Revetement non permeable;Alignement;;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{489F586D-D9DC-4391-B73A-39B5BD95BE51};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719246.1394;8293035.3315;44;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;7;4;115;EN PLACE;Adulte;Réduit;Revetement non permeable;Alignement;;RAS;;50;1;1;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{4FAFD17F-3E85-41CC-8DAB-B5A6B1180500};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719233.8917;8293026.5995;45;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;7;4;137;EN PLACE;Adulte;Réduit;Revetement non permeable;Alignement;;RAS;;50;1;1;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{38C4D60D-99D0-4D9B-8091-AF461A5F7C51};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719196.5378;8293000.8517;46;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;7;165;EN PLACE;Adulte;Réduit relâché;Revetement non permeable;Alignement;;RAS;;50;1;3;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{B36B477C-ABAD-46C5-86F9-E9525156AA9E};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719145.7456;8292965.0223;47;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;8;140;EN PLACE;Adulte;Réduit relâché;Revetement non permeable;Alignement;;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{4BA2AFEB-258C-4269-9167-FF2337B4FE41};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719133.5237;8292956.3164;48;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;140;EN PLACE;Adulte;Réduit relâché;Revetement non permeable;Alignement;;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{788C3D79-6615-4C1F-A1CC-004A8B94AAA0};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1719024.9804;8292878.7828;49;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;160;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{32000B4E-6057-4E69-A827-002326AB4806};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718998.7113;8292861.3443;50;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;140;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{164947D0-BC43-4D89-BC4E-63C99A4CD146};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718985.9338;8292851.8974;51;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;160;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{66512AA8-06BF-4737-8575-7E57BD74059A};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718972.7598;8292841.7101;52;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;163;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{A7907BE8-148E-468D-AFD8-85A0C7336DD5};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718948.4483;8292824.4302;53;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;139;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{0B411821-58D6-427C-9221-466BA7979257};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718909.1109;8292797.8621;54;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;4;165;EN PLACE;Adulte;Réduit relâché;Revetement non permeable;Alignement;;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{9F10E9AE-21DE-45C1-9AF3-A232A0940A28};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718846.1499;8292753.6708;55;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;11;4;140;EN PLACE;Adulte;Réduit relâché;Revetement non permeable;Alignement;;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{88C0814E-0E1A-4412-BE4A-552F90D0018A};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718807.0011;8292726.3129;56;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;11;3;142;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{A568C107-FC57-4642-9C47-E210E6D6E3EA};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718791.6312;8292715.199;57;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;11;4;140;EN PLACE;Adulte;Réduit relâché;Revetement non permeable;Alignement;;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{9B8E12D0-9B4E-425A-916E-982CA62ABA13};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718692.422;8292643.6687;58;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;11;4;160;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{AA0DA28C-582A-4A22-82BC-07AEDBA8FF53};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718679.5121;8292634.6451;59;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;5;110;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{C13F4FF8-0814-4D92-9AFA-F2B7BCD49AA6};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718665.8574;8292624.3304;60;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;125;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{8ADDD5D9-006C-4788-9871-7F5FA0380EBA};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718655.6001;8292616.8733;61;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;9;2;138;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{84652D9F-C484-4E08-ADB1-DA7147F4EF2F};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718627.7888;8292597.622;62;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;3;125;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{FAAA8B5E-CA9E-454A-8A1D-87859ABA46A8};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718608.5959;8292583.6598;63;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;115;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{540EB45E-6008-4FBF-91B5-0F0EAA594BCA};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718598.2329;8292575.7796;64;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;150;EN PLACE;Adulte;Réduit relâché;Gazon;Alignement;Non;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{B256C8E0-A462-4786-AC14-C62CD91FA227};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
1718580.5206;8292562.3462;65;02/02/2017;mickael.delaere;Orthophoto;Quartier Saint-Martin - Oëstres;Rue de Paris;10;2;150;EN PLACE;Adulte;Réduit relâché;Revetement non permeable;Alignement;;RAS;;50;1;2;;TILCOR;mickael.delaere;02/02/2017;Ville;TILCOR;TILCOR;{0E5540AE-144A-4C85-869F-47C31772F344};15/01/2018;mickael.delaere;15/01/2018;mickael.delaere;Feuillu;Non
